Tid (s), Effekt (P)
4.50146000e+01,1.46369867e-01
4.50148000e+01,1.30738133e-01
4.50150000e+01,1.43527733e-01
4.50152000e+01,1.44948800e-01
4.50154000e+01,1.54185733e-01
4.50156000e+01,1.57027867e-01
4.50158000e+01,1.38554000e-01
4.50160000e+01,1.32869733e-01
4.50162000e+01,1.53475200e-01
4.50164000e+01,1.59870000e-01
4.50166000e+01,1.62712133e-01
4.50168000e+01,1.55606800e-01
4.50170000e+01,1.27896000e-01
4.50172000e+01,1.42106667e-01
4.50174000e+01,1.57738400e-01
4.50176000e+01,1.57027867e-01
4.50178000e+01,1.62712133e-01
4.50180000e+01,1.39975067e-01
4.50182000e+01,1.27896000e-01
4.50184000e+01,1.45659333e-01
4.50186000e+01,1.47080400e-01
4.50188000e+01,1.53475200e-01
4.50190000e+01,1.54896267e-01
4.50192000e+01,1.35711867e-01
4.50194000e+01,1.35001333e-01
4.50196000e+01,1.54185733e-01
4.50198000e+01,1.49922533e-01
4.50200000e+01,1.52764667e-01
4.50202000e+01,1.46369867e-01
4.50204000e+01,1.23632800e-01
4.50206000e+01,1.44948800e-01
4.50208000e+01,1.55606800e-01
4.50210000e+01,1.49922533e-01
4.50212000e+01,1.54896267e-01
4.50214000e+01,1.32869733e-01
4.50216000e+01,1.29317067e-01
4.50218000e+01,1.42817200e-01
4.50220000e+01,1.54185733e-01
4.50222000e+01,1.52054133e-01
4.50224000e+01,1.54896267e-01
4.50226000e+01,1.28606533e-01
4.50228000e+01,1.32869733e-01
4.50230000e+01,1.56317333e-01
4.50232000e+01,1.50633067e-01
4.50234000e+01,1.58448933e-01
4.50236000e+01,1.46369867e-01
4.50238000e+01,1.26474933e-01
4.50240000e+01,1.41396133e-01
4.50242000e+01,1.52054133e-01
4.50244000e+01,1.59870000e-01
4.50246000e+01,1.60580533e-01
4.50248000e+01,1.39975067e-01
4.50250000e+01,1.30027600e-01
4.50252000e+01,1.46369867e-01
4.50254000e+01,1.52764667e-01
4.50256000e+01,1.52054133e-01
4.50258000e+01,1.47080400e-01
4.50260000e+01,1.30027600e-01
4.50262000e+01,1.35711867e-01
4.50264000e+01,1.52054133e-01
4.50266000e+01,1.52054133e-01
4.50268000e+01,1.50633067e-01
4.50270000e+01,1.48501467e-01
4.50272000e+01,1.30027600e-01
4.50274000e+01,1.43527733e-01
4.50276000e+01,1.57027867e-01
4.50278000e+01,1.68396400e-01
4.50280000e+01,1.57738400e-01
4.50282000e+01,1.36422400e-01
4.50284000e+01,1.31448667e-01
4.50286000e+01,1.49212000e-01
4.50288000e+01,1.55606800e-01
4.50290000e+01,1.57738400e-01
4.50292000e+01,1.56317333e-01
4.50294000e+01,1.28606533e-01
4.50296000e+01,1.35001333e-01
4.50298000e+01,1.53475200e-01
4.50300000e+01,1.52054133e-01
4.50302000e+01,1.59159467e-01
4.50304000e+01,1.47790933e-01
4.50306000e+01,1.31448667e-01
4.50308000e+01,1.43527733e-01
4.50310000e+01,1.45659333e-01
4.50312000e+01,1.52054133e-01
4.50314000e+01,1.54185733e-01
4.50316000e+01,1.35001333e-01
4.50318000e+01,1.32159200e-01
4.50320000e+01,1.52764667e-01
4.50322000e+01,1.59159467e-01
4.50324000e+01,1.59870000e-01
4.50326000e+01,1.47790933e-01
4.50328000e+01,1.28606533e-01
4.50330000e+01,1.37843467e-01
4.50332000e+01,1.49922533e-01
4.50334000e+01,1.49922533e-01
4.50336000e+01,1.55606800e-01
4.50338000e+01,1.42817200e-01
4.50340000e+01,1.30738133e-01
4.50342000e+01,1.49922533e-01
4.50344000e+01,1.57738400e-01
4.50346000e+01,1.54896267e-01
4.50348000e+01,1.54896267e-01
4.50350000e+01,1.38554000e-01
4.50352000e+01,1.35711867e-01
4.50354000e+01,1.57738400e-01
4.50356000e+01,1.51343600e-01
4.50358000e+01,1.57027867e-01
4.50360000e+01,1.53475200e-01
4.50362000e+01,1.29317067e-01
4.50364000e+01,1.42106667e-01
4.50366000e+01,1.58448933e-01
4.50368000e+01,1.57738400e-01
4.50370000e+01,1.52054133e-01
4.50372000e+01,1.34290800e-01
4.50374000e+01,1.26474933e-01
4.50376000e+01,1.42106667e-01
4.50378000e+01,1.47790933e-01
4.50380000e+01,1.51343600e-01
4.50382000e+01,1.54896267e-01
4.50384000e+01,1.33580267e-01
4.50386000e+01,1.32159200e-01
4.50388000e+01,1.57027867e-01
4.50390000e+01,1.53475200e-01
4.50392000e+01,1.51343600e-01
4.50394000e+01,1.50633067e-01
4.50396000e+01,1.27896000e-01
4.50398000e+01,1.44238267e-01
4.50400000e+01,1.59870000e-01
4.50402000e+01,1.60580533e-01
4.50404000e+01,1.59159467e-01
4.50406000e+01,1.39264533e-01
4.50408000e+01,1.30027600e-01
4.50410000e+01,1.48501467e-01
4.50412000e+01,1.58448933e-01
4.50414000e+01,1.51343600e-01
4.50416000e+01,1.49922533e-01
4.50418000e+01,1.32159200e-01
4.50420000e+01,1.35001333e-01
4.50422000e+01,1.52764667e-01
4.50424000e+01,1.49922533e-01
4.50426000e+01,1.55606800e-01
4.50428000e+01,1.47080400e-01
4.50430000e+01,1.29317067e-01
4.50432000e+01,1.42817200e-01
4.50434000e+01,1.52764667e-01
4.50436000e+01,1.54185733e-01
4.50438000e+01,1.57027867e-01
4.50440000e+01,1.43527733e-01
4.50442000e+01,1.30027600e-01
4.50444000e+01,1.46369867e-01
4.50446000e+01,1.46369867e-01
4.50448000e+01,1.57738400e-01
4.50450000e+01,1.59159467e-01
4.50452000e+01,1.30738133e-01
4.50454000e+01,1.36422400e-01
4.50456000e+01,1.57027867e-01
4.50458000e+01,1.53475200e-01
4.50460000e+01,1.61291067e-01
4.50462000e+01,1.47080400e-01
4.50464000e+01,1.27896000e-01
4.50466000e+01,1.47790933e-01
4.50468000e+01,1.60580533e-01
4.50470000e+01,1.62001600e-01
4.50472000e+01,1.67685867e-01
4.50474000e+01,1.46369867e-01
4.50476000e+01,1.31448667e-01
4.50478000e+01,1.46369867e-01
4.50480000e+01,1.54896267e-01
4.50482000e+01,1.56317333e-01
4.50484000e+01,1.56317333e-01
4.50486000e+01,1.27185467e-01
4.50488000e+01,1.33580267e-01
4.50490000e+01,1.54896267e-01
4.50492000e+01,1.54896267e-01
4.50494000e+01,1.62712133e-01
4.50496000e+01,1.51343600e-01
4.50498000e+01,1.26474933e-01
4.50500000e+01,1.41396133e-01
4.50502000e+01,1.50633067e-01
4.50504000e+01,1.55606800e-01
4.50506000e+01,1.60580533e-01
4.50508000e+01,1.35711867e-01
4.50510000e+01,1.29317067e-01
4.50512000e+01,1.54185733e-01
4.50514000e+01,1.52054133e-01
4.50516000e+01,1.48501467e-01
4.50518000e+01,1.44948800e-01
4.50520000e+01,1.27185467e-01
4.50522000e+01,1.34290800e-01
4.50524000e+01,1.50633067e-01
4.50526000e+01,1.52764667e-01
4.50528000e+01,1.62712133e-01
4.50530000e+01,1.44238267e-01
4.50532000e+01,1.26474933e-01
4.50534000e+01,1.40685600e-01
4.50536000e+01,1.51343600e-01
4.50538000e+01,1.52764667e-01
4.50540000e+01,1.62001600e-01
4.50542000e+01,1.41396133e-01
4.50544000e+01,1.27896000e-01
4.50546000e+01,1.51343600e-01
4.50548000e+01,1.57027867e-01
4.50550000e+01,1.53475200e-01
4.50552000e+01,1.43527733e-01
4.50554000e+01,1.27185467e-01
4.50556000e+01,1.40685600e-01
4.50558000e+01,1.65554267e-01
4.50560000e+01,1.58448933e-01
4.50562000e+01,1.59870000e-01
4.50564000e+01,1.45659333e-01
4.50566000e+01,1.25764400e-01
4.50568000e+01,1.47790933e-01
4.50570000e+01,1.57738400e-01
4.50572000e+01,1.61291067e-01
4.50574000e+01,1.62001600e-01
4.50576000e+01,1.38554000e-01
4.50578000e+01,1.33580267e-01
4.50580000e+01,1.54896267e-01
4.50582000e+01,1.52054133e-01
4.50584000e+01,1.52764667e-01
4.50586000e+01,1.45659333e-01
4.50588000e+01,1.30738133e-01
4.50590000e+01,1.39975067e-01
4.50592000e+01,1.56317333e-01
4.50594000e+01,1.57027867e-01
4.50596000e+01,1.54185733e-01
4.50598000e+01,1.40685600e-01
4.50600000e+01,1.29317067e-01
4.50602000e+01,1.47080400e-01
4.50604000e+01,1.53475200e-01
4.50606000e+01,1.57738400e-01
4.50608000e+01,1.66264800e-01
4.50610000e+01,1.33580267e-01
4.50612000e+01,1.27185467e-01
4.50614000e+01,1.49922533e-01
4.50616000e+01,1.47080400e-01
4.50618000e+01,1.57738400e-01
4.50620000e+01,1.44238267e-01
4.50622000e+01,1.24343333e-01
4.50624000e+01,1.40685600e-01
4.50626000e+01,1.62001600e-01
4.50628000e+01,1.54185733e-01
4.50630000e+01,1.62001600e-01
4.50632000e+01,1.44238267e-01
4.50634000e+01,1.30738133e-01
4.50636000e+01,1.50633067e-01
4.50638000e+01,1.59870000e-01
4.50640000e+01,1.54896267e-01
4.50642000e+01,1.52054133e-01
4.50644000e+01,1.31448667e-01
4.50646000e+01,1.29317067e-01
4.50648000e+01,1.44948800e-01
4.50650000e+01,1.46369867e-01
4.50652000e+01,1.57027867e-01
4.50654000e+01,1.43527733e-01
4.50656000e+01,1.26474933e-01
4.50658000e+01,1.37132933e-01
4.50660000e+01,1.56317333e-01
4.50662000e+01,1.53475200e-01
4.50664000e+01,1.52764667e-01
4.50666000e+01,1.39975067e-01
4.50668000e+01,1.28606533e-01
4.50670000e+01,1.45659333e-01
4.50672000e+01,1.47790933e-01
4.50674000e+01,1.52054133e-01
4.50676000e+01,1.57027867e-01
4.50678000e+01,1.32159200e-01
4.50680000e+01,1.32159200e-01
4.50682000e+01,1.45659333e-01
4.50684000e+01,1.46369867e-01
4.50686000e+01,1.51343600e-01
4.50688000e+01,1.44948800e-01
4.50690000e+01,1.27185467e-01
4.50692000e+01,1.37843467e-01
4.50694000e+01,1.51343600e-01
4.50696000e+01,1.47080400e-01
4.50698000e+01,1.55606800e-01
4.50700000e+01,1.35001333e-01
4.50702000e+01,1.24343333e-01
4.50704000e+01,1.46369867e-01
4.50706000e+01,1.44948800e-01
4.50708000e+01,1.45659333e-01
4.50710000e+01,1.49922533e-01
4.50712000e+01,1.28606533e-01
4.50714000e+01,1.35001333e-01
4.50716000e+01,1.51343600e-01
4.50718000e+01,1.57027867e-01
4.50720000e+01,1.55606800e-01
4.50722000e+01,1.44948800e-01
4.50724000e+01,1.30027600e-01
4.50726000e+01,1.47080400e-01
4.50728000e+01,1.61291067e-01
4.50730000e+01,1.57738400e-01
4.50732000e+01,1.53475200e-01
4.50734000e+01,1.35711867e-01
4.50736000e+01,1.29317067e-01
4.50738000e+01,1.47790933e-01
4.50740000e+01,1.52054133e-01
4.50742000e+01,1.56317333e-01
4.50744000e+01,1.53475200e-01
4.50746000e+01,1.26474933e-01
4.50748000e+01,1.37843467e-01
4.50750000e+01,1.52764667e-01
4.50752000e+01,1.47080400e-01
4.50754000e+01,1.52054133e-01
4.50756000e+01,1.45659333e-01
4.50758000e+01,1.28606533e-01
4.50760000e+01,1.43527733e-01
4.50762000e+01,1.52054133e-01
4.50764000e+01,1.43527733e-01
4.50766000e+01,1.61291067e-01
4.50768000e+01,1.42106667e-01
4.50770000e+01,1.34290800e-01
4.50772000e+01,1.52054133e-01
4.50774000e+01,1.57027867e-01
4.50776000e+01,1.59159467e-01
4.50778000e+01,1.49922533e-01
4.50780000e+01,1.31448667e-01
4.50782000e+01,1.38554000e-01
4.50784000e+01,1.49922533e-01
4.50786000e+01,1.53475200e-01
4.50788000e+01,1.59159467e-01
4.50790000e+01,1.47790933e-01
4.50792000e+01,1.26474933e-01
4.50794000e+01,1.44238267e-01
4.50796000e+01,1.53475200e-01
4.50798000e+01,1.56317333e-01
4.50800000e+01,1.60580533e-01
4.50802000e+01,1.32159200e-01
4.50804000e+01,1.30738133e-01
4.50806000e+01,1.49922533e-01
4.50808000e+01,1.54896267e-01
4.50810000e+01,1.52054133e-01
4.50812000e+01,1.43527733e-01
4.50814000e+01,1.25053867e-01
4.50816000e+01,1.38554000e-01
4.50818000e+01,1.54896267e-01
4.50820000e+01,1.52054133e-01
4.50822000e+01,1.53475200e-01
4.50824000e+01,1.46369867e-01
4.50826000e+01,1.27896000e-01
4.50828000e+01,1.42817200e-01
4.50830000e+01,1.45659333e-01
4.50832000e+01,1.51343600e-01
4.50834000e+01,1.57027867e-01
4.50836000e+01,1.35711867e-01
4.50838000e+01,1.32869733e-01
4.50840000e+01,1.50633067e-01
4.50842000e+01,1.57027867e-01
4.50844000e+01,1.57027867e-01
4.50846000e+01,1.47080400e-01
4.50848000e+01,1.28606533e-01
4.50850000e+01,1.37132933e-01
4.50852000e+01,1.54185733e-01
4.50854000e+01,1.55606800e-01
4.50856000e+01,1.53475200e-01
4.50858000e+01,1.39975067e-01
4.50860000e+01,1.24343333e-01
4.50862000e+01,1.46369867e-01
4.50864000e+01,1.52054133e-01
4.50866000e+01,1.65554267e-01
4.50868000e+01,1.55606800e-01
4.50870000e+01,1.35711867e-01
4.50872000e+01,1.35711867e-01
4.50874000e+01,1.49922533e-01
4.50876000e+01,1.52764667e-01
4.50878000e+01,1.57027867e-01
4.50880000e+01,1.48501467e-01
4.50882000e+01,1.32869733e-01
4.50884000e+01,1.44948800e-01
4.50886000e+01,1.59870000e-01
4.50888000e+01,1.51343600e-01
4.50890000e+01,1.59159467e-01
4.50892000e+01,1.42106667e-01
4.50894000e+01,1.30027600e-01
4.50896000e+01,1.49922533e-01
4.50898000e+01,1.52764667e-01
4.50900000e+01,1.55606800e-01
4.50902000e+01,1.53475200e-01
4.50904000e+01,1.33580267e-01
4.50906000e+01,1.33580267e-01
4.50908000e+01,1.47080400e-01
4.50910000e+01,1.44238267e-01
4.50912000e+01,1.51343600e-01
4.50914000e+01,1.46369867e-01
4.50916000e+01,1.25764400e-01
4.50918000e+01,1.42106667e-01
4.50920000e+01,1.56317333e-01
4.50922000e+01,1.53475200e-01
4.50924000e+01,1.55606800e-01
4.50926000e+01,1.34290800e-01
4.50928000e+01,1.25053867e-01
4.50930000e+01,1.46369867e-01
4.50932000e+01,1.49212000e-01
4.50934000e+01,1.54896267e-01
4.50936000e+01,1.54896267e-01
4.50938000e+01,1.35711867e-01
4.50940000e+01,1.35001333e-01
4.50942000e+01,1.53475200e-01
4.50944000e+01,1.47080400e-01
4.50946000e+01,1.49212000e-01
4.50948000e+01,1.51343600e-01
4.50950000e+01,1.30027600e-01
4.50952000e+01,1.47080400e-01
4.50954000e+01,1.60580533e-01
4.50956000e+01,1.58448933e-01
4.50958000e+01,1.54185733e-01
4.50960000e+01,1.32869733e-01
4.50962000e+01,1.30027600e-01
4.50964000e+01,1.47790933e-01
4.50966000e+01,1.51343600e-01
4.50968000e+01,1.61291067e-01
4.50970000e+01,1.52764667e-01
4.50972000e+01,1.32869733e-01
4.50974000e+01,1.35001333e-01
4.50976000e+01,1.49922533e-01
4.50978000e+01,1.52764667e-01
4.50980000e+01,1.59159467e-01
4.50982000e+01,1.45659333e-01
4.50984000e+01,1.25764400e-01
4.50986000e+01,1.37843467e-01
4.50988000e+01,1.54185733e-01
4.50990000e+01,1.52764667e-01
4.50992000e+01,1.52764667e-01
4.50994000e+01,1.38554000e-01
4.50996000e+01,1.31448667e-01
4.50998000e+01,1.49212000e-01
4.51000000e+01,1.51343600e-01
4.51002000e+01,1.48501467e-01
4.51004000e+01,1.49922533e-01
4.51006000e+01,1.30738133e-01
4.51008000e+01,1.37132933e-01
4.51010000e+01,1.58448933e-01
4.51012000e+01,1.47080400e-01
4.51014000e+01,1.61291067e-01
4.51016000e+01,1.45659333e-01
4.51018000e+01,1.27896000e-01
4.51020000e+01,1.46369867e-01
4.51022000e+01,1.54896267e-01
4.51024000e+01,1.55606800e-01
4.51026000e+01,1.49922533e-01
4.51028000e+01,1.37132933e-01
4.51030000e+01,1.37132933e-01
4.51032000e+01,1.49922533e-01
4.51034000e+01,1.44948800e-01
4.51036000e+01,1.58448933e-01
4.51038000e+01,1.57738400e-01
4.51040000e+01,1.27896000e-01
4.51042000e+01,1.41396133e-01
4.51044000e+01,1.59870000e-01
4.51046000e+01,1.50633067e-01
4.51048000e+01,1.59159467e-01
4.51050000e+01,1.42817200e-01
4.51052000e+01,1.31448667e-01
4.51054000e+01,1.45659333e-01
4.51056000e+01,1.57738400e-01
4.51058000e+01,1.67685867e-01
4.51060000e+01,1.55606800e-01
4.51062000e+01,1.34290800e-01
4.51064000e+01,1.31448667e-01
4.51066000e+01,1.54185733e-01
4.51068000e+01,1.61291067e-01
4.51070000e+01,1.66264800e-01
4.51072000e+01,1.54896267e-01
4.51074000e+01,1.30738133e-01
4.51076000e+01,1.39975067e-01
4.51078000e+01,1.59870000e-01
4.51080000e+01,1.64133200e-01
4.51082000e+01,1.63422667e-01
4.51084000e+01,1.40685600e-01
4.51086000e+01,1.27185467e-01
4.51088000e+01,1.49922533e-01
4.51090000e+01,1.54896267e-01
4.51092000e+01,1.50633067e-01
4.51094000e+01,1.52054133e-01
4.51096000e+01,1.32159200e-01
4.51098000e+01,1.35001333e-01
4.51100000e+01,1.54896267e-01
4.51102000e+01,1.52764667e-01
4.51104000e+01,1.57027867e-01
4.51106000e+01,1.48501467e-01
4.51108000e+01,1.29317067e-01
4.51110000e+01,1.42817200e-01
4.51112000e+01,1.58448933e-01
4.51114000e+01,1.51343600e-01
4.51116000e+01,1.55606800e-01
4.51118000e+01,1.43527733e-01
4.51120000e+01,1.31448667e-01
4.51122000e+01,1.43527733e-01
4.51124000e+01,1.49212000e-01
4.51126000e+01,1.54896267e-01
4.51128000e+01,1.57738400e-01
4.51130000e+01,1.34290800e-01
4.51132000e+01,1.28606533e-01
4.51134000e+01,1.48501467e-01
4.51136000e+01,1.52764667e-01
4.51138000e+01,1.59159467e-01
4.51140000e+01,1.53475200e-01
4.51142000e+01,1.24343333e-01
4.51144000e+01,1.33580267e-01
4.51146000e+01,1.54185733e-01
4.51148000e+01,1.64133200e-01
4.51150000e+01,1.58448933e-01
4.51152000e+01,1.37132933e-01
4.51154000e+01,1.32159200e-01
4.51156000e+01,1.48501467e-01
4.51158000e+01,1.54185733e-01
4.51160000e+01,1.54896267e-01
4.51162000e+01,1.48501467e-01
4.51164000e+01,1.29317067e-01
4.51166000e+01,1.35001333e-01
4.51168000e+01,1.54896267e-01
4.51170000e+01,1.60580533e-01
4.51172000e+01,1.66264800e-01
4.51174000e+01,1.48501467e-01
4.51176000e+01,1.30027600e-01
4.51178000e+01,1.44238267e-01
4.51180000e+01,1.62001600e-01
4.51182000e+01,1.62712133e-01
4.51184000e+01,1.58448933e-01
4.51186000e+01,1.39264533e-01
4.51188000e+01,1.32159200e-01
4.51190000e+01,1.47790933e-01
4.51192000e+01,1.52054133e-01
4.51194000e+01,1.47080400e-01
4.51196000e+01,1.52054133e-01
4.51198000e+01,1.30027600e-01
4.51200000e+01,1.34290800e-01
4.51202000e+01,1.52054133e-01
4.51204000e+01,1.47080400e-01
4.51206000e+01,1.53475200e-01
4.51208000e+01,1.46369867e-01
4.51210000e+01,1.26474933e-01
4.51212000e+01,1.42106667e-01
4.51214000e+01,1.49212000e-01
4.51216000e+01,1.53475200e-01
4.51218000e+01,1.53475200e-01
4.51220000e+01,1.35711867e-01
4.51222000e+01,1.30738133e-01
4.51224000e+01,1.50633067e-01
4.51226000e+01,1.54896267e-01
4.51228000e+01,1.59159467e-01
4.51230000e+01,1.54896267e-01
4.51232000e+01,1.24343333e-01
4.51234000e+01,1.36422400e-01
4.51236000e+01,1.55606800e-01
4.51238000e+01,1.47080400e-01
4.51240000e+01,1.48501467e-01
4.51242000e+01,1.40685600e-01
4.51244000e+01,1.30027600e-01
4.51246000e+01,1.46369867e-01
4.51248000e+01,1.56317333e-01
4.51250000e+01,1.59870000e-01
4.51252000e+01,1.59159467e-01
4.51254000e+01,1.37843467e-01
4.51256000e+01,1.30027600e-01
4.51258000e+01,1.52764667e-01
4.51260000e+01,1.52764667e-01
4.51262000e+01,1.57738400e-01
4.51264000e+01,1.52054133e-01
4.51266000e+01,1.30027600e-01
4.51268000e+01,1.37132933e-01
4.51270000e+01,1.51343600e-01
4.51272000e+01,1.56317333e-01
4.51274000e+01,1.52054133e-01
4.51276000e+01,1.42817200e-01
4.51278000e+01,1.27185467e-01
4.51280000e+01,1.47790933e-01
4.51282000e+01,1.58448933e-01
4.51284000e+01,1.59159467e-01
4.51286000e+01,1.53475200e-01
4.51288000e+01,1.32869733e-01
4.51290000e+01,1.30738133e-01
4.51292000e+01,1.49212000e-01
4.51294000e+01,1.48501467e-01
4.51296000e+01,1.52054133e-01
4.51298000e+01,1.49922533e-01
4.51300000e+01,1.29317067e-01
4.51302000e+01,1.42817200e-01
4.51304000e+01,1.56317333e-01
4.51306000e+01,1.51343600e-01
4.51308000e+01,1.62001600e-01
4.51310000e+01,1.40685600e-01
4.51312000e+01,1.23632800e-01
4.51314000e+01,1.46369867e-01
4.51316000e+01,1.63422667e-01
4.51318000e+01,1.59870000e-01
4.51320000e+01,1.57738400e-01
4.51322000e+01,1.36422400e-01
4.51324000e+01,1.32869733e-01
4.51326000e+01,1.55606800e-01
4.51328000e+01,1.50633067e-01
4.51330000e+01,1.54185733e-01
4.51332000e+01,1.54185733e-01
4.51334000e+01,1.26474933e-01
4.51336000e+01,1.39975067e-01
4.51338000e+01,1.51343600e-01
4.51340000e+01,1.49212000e-01
4.51342000e+01,1.53475200e-01
4.51344000e+01,1.39975067e-01
4.51346000e+01,1.30738133e-01
4.51348000e+01,1.52764667e-01
4.51350000e+01,1.59870000e-01
4.51352000e+01,1.47790933e-01
4.51354000e+01,1.55606800e-01
4.51356000e+01,1.34290800e-01
4.51358000e+01,1.33580267e-01
4.51360000e+01,1.47790933e-01
4.51362000e+01,1.41396133e-01
4.51364000e+01,1.51343600e-01
4.51366000e+01,1.48501467e-01
4.51368000e+01,1.27896000e-01
4.51370000e+01,1.42106667e-01
4.51372000e+01,1.52054133e-01
4.51374000e+01,1.55606800e-01
4.51376000e+01,1.56317333e-01
4.51378000e+01,1.43527733e-01
4.51380000e+01,1.32159200e-01
4.51382000e+01,1.49922533e-01
4.51384000e+01,1.54896267e-01
4.51386000e+01,1.61291067e-01
4.51388000e+01,1.59870000e-01
4.51390000e+01,1.33580267e-01
4.51392000e+01,1.32869733e-01
4.51394000e+01,1.48501467e-01
4.51396000e+01,1.44238267e-01
4.51398000e+01,1.50633067e-01
4.51400000e+01,1.38554000e-01
4.51402000e+01,1.27185467e-01
4.51404000e+01,1.44948800e-01
4.51406000e+01,1.54896267e-01
4.51408000e+01,1.47790933e-01
4.51410000e+01,1.50633067e-01
4.51412000e+01,1.33580267e-01
4.51414000e+01,1.27896000e-01
4.51416000e+01,1.49212000e-01
4.51418000e+01,1.51343600e-01
4.51420000e+01,1.54896267e-01
4.51422000e+01,1.44948800e-01
4.51424000e+01,1.26474933e-01
4.51426000e+01,1.35001333e-01
4.51428000e+01,1.54896267e-01
4.51430000e+01,1.48501467e-01
4.51432000e+01,1.50633067e-01
4.51434000e+01,1.41396133e-01
4.51436000e+01,1.27185467e-01
4.51438000e+01,1.45659333e-01
4.51440000e+01,1.54185733e-01
4.51442000e+01,1.49212000e-01
4.51444000e+01,1.44238267e-01
4.51446000e+01,1.36422400e-01
4.51448000e+01,1.25764400e-01
4.51450000e+01,1.42106667e-01
4.51452000e+01,1.47790933e-01
4.51454000e+01,1.59870000e-01
4.51456000e+01,1.59870000e-01
4.51458000e+01,1.31448667e-01
4.51460000e+01,1.38554000e-01
4.51462000e+01,1.47790933e-01
4.51464000e+01,1.53475200e-01
4.51466000e+01,1.51343600e-01
4.51468000e+01,1.39975067e-01
4.51470000e+01,1.27896000e-01
4.51472000e+01,1.47080400e-01
4.51474000e+01,1.54896267e-01
4.51476000e+01,1.47080400e-01
4.51478000e+01,1.55606800e-01
4.51480000e+01,1.35001333e-01
4.51482000e+01,1.32869733e-01
4.51484000e+01,1.55606800e-01
4.51486000e+01,1.56317333e-01
4.51488000e+01,1.59870000e-01
4.51490000e+01,1.52054133e-01
4.51492000e+01,1.25764400e-01
4.51494000e+01,1.37132933e-01
4.51496000e+01,1.59159467e-01
4.51498000e+01,1.62001600e-01
4.51500000e+01,1.61291067e-01
4.51502000e+01,1.47080400e-01
4.51504000e+01,1.28606533e-01
4.51506000e+01,1.48501467e-01
4.51508000e+01,1.57027867e-01
4.51510000e+01,1.52764667e-01
4.51512000e+01,1.61291067e-01
4.51514000e+01,1.39264533e-01
4.51516000e+01,1.33580267e-01
4.51518000e+01,1.54185733e-01
4.51520000e+01,1.49922533e-01
4.51522000e+01,1.52054133e-01
4.51524000e+01,1.45659333e-01
4.51526000e+01,1.27896000e-01
4.51528000e+01,1.37843467e-01
4.51530000e+01,1.52764667e-01
4.51532000e+01,1.54185733e-01
4.51534000e+01,1.51343600e-01
4.51536000e+01,1.43527733e-01
4.51538000e+01,1.27896000e-01
4.51540000e+01,1.44948800e-01
4.51542000e+01,1.55606800e-01
4.51544000e+01,1.60580533e-01
4.51546000e+01,1.59870000e-01
4.51548000e+01,1.33580267e-01
4.51550000e+01,1.32159200e-01
4.51552000e+01,1.54185733e-01
4.51554000e+01,1.52764667e-01
4.51556000e+01,1.54896267e-01
4.51558000e+01,1.45659333e-01
4.51560000e+01,1.28606533e-01
4.51562000e+01,1.39975067e-01
4.51564000e+01,1.60580533e-01
4.51566000e+01,1.57738400e-01
4.51568000e+01,1.55606800e-01
4.51570000e+01,1.42106667e-01
4.51572000e+01,1.27896000e-01
4.51574000e+01,1.47080400e-01
4.51576000e+01,1.49922533e-01
4.51578000e+01,1.54185733e-01
4.51580000e+01,1.57738400e-01
4.51582000e+01,1.31448667e-01
4.51584000e+01,1.33580267e-01
4.51586000e+01,1.47790933e-01
4.51588000e+01,1.52764667e-01
4.51590000e+01,1.58448933e-01
4.51592000e+01,1.44238267e-01
4.51594000e+01,1.27896000e-01
4.51596000e+01,1.40685600e-01
4.51598000e+01,1.54896267e-01
4.51600000e+01,1.56317333e-01
4.51602000e+01,1.51343600e-01
4.51604000e+01,1.35001333e-01
4.51606000e+01,1.25764400e-01
4.51608000e+01,1.49212000e-01
4.51610000e+01,1.55606800e-01
4.51612000e+01,1.56317333e-01
4.51614000e+01,1.48501467e-01
4.51616000e+01,1.25764400e-01
4.51618000e+01,1.34290800e-01
4.51620000e+01,1.55606800e-01
4.51622000e+01,1.49212000e-01
4.51624000e+01,1.48501467e-01
4.51626000e+01,1.47080400e-01
4.51628000e+01,1.28606533e-01
4.51630000e+01,1.37843467e-01
4.51632000e+01,1.59159467e-01
4.51634000e+01,1.52764667e-01
4.51636000e+01,1.59870000e-01
4.51638000e+01,1.40685600e-01
4.51640000e+01,1.29317067e-01
4.51642000e+01,1.51343600e-01
4.51644000e+01,1.56317333e-01
4.51646000e+01,1.57738400e-01
4.51648000e+01,1.54185733e-01
4.51650000e+01,1.30738133e-01
4.51652000e+01,1.37132933e-01
4.51654000e+01,1.52764667e-01
4.51656000e+01,1.50633067e-01
4.51658000e+01,1.51343600e-01
4.51660000e+01,1.44948800e-01
4.51662000e+01,1.27896000e-01
4.51664000e+01,1.44948800e-01
4.51666000e+01,1.59870000e-01
4.51668000e+01,1.58448933e-01
4.51670000e+01,1.57738400e-01
4.51672000e+01,1.35711867e-01
4.51674000e+01,1.33580267e-01
4.51676000e+01,1.50633067e-01
4.51678000e+01,1.54896267e-01
4.51680000e+01,1.57738400e-01
4.51682000e+01,1.54896267e-01
4.51684000e+01,1.28606533e-01
4.51686000e+01,1.32869733e-01
4.51688000e+01,1.58448933e-01
4.51690000e+01,1.59870000e-01
4.51692000e+01,1.53475200e-01
4.51694000e+01,1.44238267e-01
4.51696000e+01,1.25053867e-01
4.51698000e+01,1.46369867e-01
